Spider-Man (Peter Parker)
Atar (Earth-616)
Boss (FBI) (Earth-616)
Brad Gutman (Earth-616)
Clicker (Earth-616)
Cybill (Earth-616)
Dave Cambell (Earth-616)
Derek Zheng (Earth-616)
Doctor Jiroult (Earth-616)
George Tremaine (Earth-616)
Holly (X-Corporation) (Earth-616)
Jacinda Rodriquez (Earth-616)
Jenny (Dead Girl) (Earth-616)
Jeremy (Mutant) (Earth-616)
Jinx (NYPD) (Earth-616)
Joan Jameson (Earth-616)
Joey Cascio (Earth-616)
Jorge Lukas (Earth-616)
Josette (Earth-616)
Jumbo Carnation (Earth-616)
Kristal van Helden (Earth-616)
Lennox Capriati (Earth-616)
Leona Tremaine (Earth-616)
Litigious Bradley (Earth-616)
Louis (FBI) (Earth-616)
Mandy (Mutant) (Earth-616)
Marc Dale (Earth-616)
Maria Bonnaventura (Earth-616)
Marie Batroc (Earth-616)
Mike Alexander (Earth-616)
Milo Smutts (Earth-616)
Mitchell Abrams (Earth-616)
Mr. Jones (Earth-616)
Mr. Taylor (Earth-616)
Mrs. Cambell (Earth-616)
Mrs. Taylor (Earth-616)
Namor McKenzie (N2) (Earth-616)
Natalie Wood (Earth-616)
Nigel Blacque (Earth-616)
Noel Penrose (Earth-616)
Paolo Mantega (Earth-616)
Phillip Cambell (Earth-616)
Rimi Withnail (Earth-616)
Robert (Mutant) (Earth-616)
Rodrigo de Smith (Earth-616)
Roja Sanford (Earth-616)
Rolanda (Earth-616)
Sanji Yamamoto (Earth-616)
Sentinel (Juston) (Earth-616)
Spinach (Earth-616)
Stephanie Bradley (Earth-616)
Tasha (Mutant) (Earth-616)
Thought (Hand) (Earth-616)
Tillie Beezer (Earth-616)
Andy Hartnell (Earth-616)
Askid (Earth-616)
Bartholomew Grice (Earth-616)
Dervish (The Arena) (Earth-616)
Doc (District X) (Earth-616)
Fatal Sisters (Earth-616)
Figment (Earth-616)
Geech (Earth-616)
Germaine Caruso (Earth-616)
Hal Tolliver (Earth-616)
Hayyan Zarour
Hilda (Earth-616)
Jake Costanza (Earth-616)
Johan Schumann (Earth-616)
Kagenobu Yoshioka (Earth-616)
Lamprey (The Arena) (Earth-616)
Lariat (Earth-616)
Laurie Caban (Earth-616)
Louis Dodson (Earth-616)
Makkamakkamaktsptoo (Earth-616)
Manfred Jones (Earth-616)
Maria Murillo (Earth-616)
Markita (Earth-616)
Matthew (District X) (Earth-616)
Mrs. Berdeaux (Earth-616)
Mrs. Costanza (Earth-616)
Mrs. Falcone (Earth-616)
Quills (Earth-616)
Rikuto (Earth-616)
Rubin (Earth-616)
Sam Palmer (Earth-616)
Serafina Montoya (Earth-616)
Sherman Weisman (Earth-616)
Silencer (Female) (Earth-616)
Skitz (Earth-616)
Stringfellow (Earth-616)
Sulumor (Earth-616)
Tommy Reichert (Earth-616)
Valerie Toomes (Earth-616)
Vanessa (Earth-616)
Xixa Zenaya (Earth-616)
Xunanguero (Earth-616)
Zygo (Earth-616)
Adam Essex (Earth-41001)
Ahmed (Tunnel Rats) (Earth-616)
Aldrich Killian (Earth-616)
Ali Kokmen (Earth-616)
Alicia Downing (Earth-616)
Alpha Ray (Earth-616)
Angel (Diamond Courier) (Earth-616)
Anne Moore (Earth-616)
Apocaledon (Earth-616)
Ashei (Earth-616)
Boar (Earth-616)
Butterfly-Bore (Earth-616)
Chad Barrow (Earth-616)
Charles Bohusk (Earth-616)
Connor Laughlin (Earth-616)
David Jenkins (Earth-616)
David Knox (Earth-616)
Dimitriy Rasputin (Earth-616)
Electrisha (Earth-616)
Emery Arceneaux (Earth-616)
Esther (Angel) (Earth-616)
Francis Foley (Earth-616)
Frank Ludlum (Earth-616)
Frankie (Earth-616)
Gamiel (Earth-616)
General Wallace (Earth-616)
Giraffe-Man (Earth-616)
Grace (Mutant) (Earth-616)
Great Horned Owl-Man (Earth-616)
Greenwich Guardian (Earth-616)
Greg Johnson (Earth-616)
Grigory (Rasputin) (Earth-616)
Grigory Grigorievich Rasputin (Earth-616)
Groza (Earth-616)
Hattie Saint-Ange (Earth-616)
Highsmith (Earth-616)
Hyllus (Earth-616)
Jacob Eckhardt (Earth-616)
Jacob Pace (Earth-616)
Jaime Vanderwall (Earth-616)
James Keller (Earth-616)
Joe Self (Earth-616)
John Crichton (Earth-616)
Joy Bowen (Earth-616)
Karragan (Earth-616)
Kathy Bohusk (Earth-616)
Katie Atkinson (Earth-616)
Keitaro Ashida (Earth-616)
Klara Rasputina (Earth-616)
Konstantin Rasputin (Earth-616)
Kuyuk (Earth-616)
Lady Chi (Earth-616)
Liam Bremner (Earth-616)
Linus Sinker (Earth-616)
Lisa Beth Harrington (Earth-616)
Machine (Earth-616)
Mason Kaleema(Earth-616)
Mboye (Earth-616)
Mink (Earth-616)
Mirah Qadir (Earth-616)
Momenta (Earth-616)
Mutant Lion (Earth-616)
Nataku Fei (Earth-616)
Nigandan General (Earth-616)
Noah Crichton (Earth-616)
Oracle of Siwa (Earth-616)
Patrick Trettel (Earth-616)
Paul Aristides (Earth-616)
Philip (Mutant) (Earth-616)
Pig-Man (Earth-616)
Rabbit-Woman (Earth-616)
Rastus (Earth-616)
Rebecca Lauria (Earth-616)
Renata Lowell (Earth-616)
Sally Sherman (Earth-616)
Seiji Ashida (Earth-616)
Suki Ashida (Earth-616)
T-Rex (Earth-616)
Tanaka (Sensei) (Earth-616)
Ted Simmons (Earth-616)
Tremolo (Great Game) (Earth-616)
Vane (Earth-616)
Winston Frankowski (Earth-616)
Xeniac (Earth-616)
Yuri (Rasputin) (Earth-616)
Zig-Zag (Earth-616)
Adai (Earth-616)
Agent Owen (Earth-616)
Agent Whitman (Earth-616)
Ajaxis (Earth-616)
Alex Mitchell (Earth-616)
Andras Tryp (Earth-616)
Andrew Gardner (Earth-616)
Andrew Mussawyr (Earth-616)
Angela Stover (Earth-616)
Arthur Hardy (Earth-616)
Asclepius (Earth-616)
Barry Kanczeski (Earth-616)
Bernard Van Buren (Earth-616)
Bertram K. (Earth-616)
Beru Addison (Earth-616)
Bill Merrick (Earth-616)
Brian Grey (Earth-616)
Broccoli Men (Earth-616)
Brushfire (Earth-616)
Cecily Johnson (Earth-616)
Charles Luc Phan (Earth-616)
Charles Yameogo (Earth-616)
Charlie America (Earth-616)
Chipper (Hurricane) (Earth-616)
Colin Hardy (Earth-616)
Constance (Earth-616)
Crimson Dynamo X (Earth-616)
Danny Shepard (Earth-616)
David Garrett (Earth-616)
Dennis Hoxie (Earth-616)
Derry Campbell (Earth-616)
Dezmond Harris (Earth-616)
Doctor Leery (Earth-616)
Donna Altieri (Earth-616)
Dorothy Cardoza (Earth-616)
Edward Randlebuck (Earth-616)
Eggbreaker (Earth-616)
Elaine (FOOM) (Earth-616)
Farissa (Earth-616)
Ferris Hartke (Earth-616)
Gary Peterson (Earth-616)
Gilbert Wiles (Earth-616)
Golden Gator (Earth-616)
Great Weaver (Earth-616)
Greg Norris (Earth-616)
Grindhouse (Earth-616)
Harriet Best (Earth-616)
Heart-Like-Fire (Earth-616)
Henry Buchanan (Earth-616)
Herrick Goldman (Earth-616)
Igor Drenkov (Earth-61018)
Ishiguro (Earth-616)
J. M. Barrie (Earth-616)
James Louis Prindle (Earth-616)
Jared Nelson (Earth-616)
Jeannie Martin (Earth-616)
Jennifer Hardy (Earth-616)
Joe Atlantis (Earth-616)
Joey V. (Earth-616)
John Kesler (Earth-616)
John Steele (Sentinel Squad O*N*E) (Earth-616)
Jonadab Megyscol (Earth-616)
Julia Grey (Earth-616)
Julian Grey (Earth-616)
Kevin E. (Earth-616)
Kindra Grey (Earth-616)
King Simian (Earth-616)
Krosakis (Earth-616)
Langley Saint-Margaret (Earth-616)
Lar-Ka (Earth-616)
Larry King (Earth-616)
Leon Frankfurt (Earth-616)
Liam Grey (Earth-616)
Lisa Hardy (Earth-616)
Little Cloud (Earth-616)
Mad Juggler (Earth-616)
Maguire (Earth-616)
Malcolm Hardy (Earth-616)
Malcolm Modern (Earth-616)
Mandy Atkinson (Earth-616)
Marcus Estrada de la Garc\u00eda (Earth-616)
Maria Atlantis (Earth-616)
Mark Hawkins (Earth-616)
Mark Runnemeyer (Earth-616)
Mary-Margaret Grey (Earth-616)
Michael (FOOM) (Earth-616)
Mosquito Man (Earth-616)
Mr. Miller (Earth-616)
Mrs. Miller (Earth-616)
Ms. Ferguson (Earth-616)
Natalie Bell (Earth-616)
Ned Hardy (Earth-616)
Ned Ralston (Earth-616)
Neil Shelton (Earth-616)
Nell Hardy (Earth-616)
Nelson Cragg (Earth-616)
Norman Gentry (Earth-616)
Olivia Hook (Earth-616)
Oprah Winfrey (Earth-616)
Orlando (Earth-616)
Orville Bock (Earth-616)
Pasco (Earth-616)
Paul Vance (Earth-616)
Phyllis Dennefer (Earth-616)
Phyty (Earth-616)
Politus (Earth-616)
Positron (Annie) (Earth-616)
Rana Mousabi (Earth-616)
Richard Taine (Earth-616)
Robert Dolan (Earth-616)
Roger Grey (Earth-616)
Ronnie (Mutant) (Earth-616)
Roy Dennefer (Earth-616)
Russell Feldman (Earth-616)
Samaya (Earth-616)
Sarah Purser (Earth-616)
Sean Beckett (Earth-616)
Senator Dickerson (Earth-616)
Sergeant Davis (Earth-616)
Sonya van Jagt (Earth-616)
Spa-fon and Squa-tront (Earth-616)
Steve Cochrane (Earth-616)
Tarq Maru (Earth-616)
Theodore Pendleton (Earth-616)
Tin (Horse) (Earth-616)
Tiv (Earth-616)
Tom Boldstep (Earth-616)
Tony Romeo (Earth-616)
Trucker (Earth-616)
Unarmed Training Automaton 110 (Earth-616)
Veil (Corporation) (Earth-616)
Videoman (Earth-616)
Vincent Pettine (Earth-616)
ZeeBee (Earth-616)
Abbas al-Abbad (Earth-616)
Adamantine (Earth-616)
Akira Kiamata (Earth-616)
Alan Spaulding (Earth-616)
Alistair (Earth-616)
Andr\u00e9 (Earth-616)
Antiphon (Earth-616)
Beefcake (LMD) (Earth-616)
Bei-Ming Tian (Earth-616)
Bill Price (Earth-616)
Bird-Man (Earth-616)
Blondie (Lupine) (Earth-616)
Bubba (Earth-616)
Buzz Cooper (Earth-616)
Calvin Goynes (Earth-616)
Conrad (Earth-616)
Deko (Earth-616)
Delphi (Morlock) (Earth-616)
Detective Fant\u00f4me (Earth-616)
Detective Fontana (Earth-616)
Detective Simon (Earth-616)
Devil Dinosaur (Clone) (Earth-616)
Dex (Omaha) (Earth-616)
Diableri (Earth-616)
Dimitri Kantov (Earth-616)
Dimitri Smirkov (Earth-616)
Docteur Q (Earth-616)
Doctor Locke (Earth-616)
Dzyan (Earth-616)
El Chupacabra (Earth-616)
Elsbeth Kleinenshvitz (Earth-616)
Father Spider (Earth-616)
Foot of Doom (Earth-616)
Ghiough (Earth-616)
Govan (Earth-616)
Grasshopper (Unnamed) (Earth-616)
Greg Forest (Earth-616)
Hademar Zemo (Earth-616)
Harley Cooper (Earth-616)
Heller Zemo (Earth-616)
Helmuth Zemo (Earth-616)
Herbert Zemo (Earth-616)
Hilliard Zemo (Earth-616)
Hobart Zemo (Earth-616)
Horst Brandauer (Earth-616)
Hurricane (Civil War) (Earth-616)
Infinity T.A.P. (Earth-616)
Insecticide (Earth-616)
J. Patrick Smitty (Earth-616)
Janet Grant (Earth-616)
Karen Trudeaux (Earth-616)
Kwai Jun-Fau (Earth-616)
La Lumi\u00e8re Bleue (Earth-616)
Le Cowboy (Earth-616)
Le Vent (Earth-616)
Lightstorm (Earth-616)
Longlegs Secundus (Earth-616)
Marquez (Earth-616)
Matt Landru (Earth-616)
McAllister (Earth-616)
Michele Michaels (Earth-616)
Mike Williams (Earth-616)
Milo Gunderson (Earth-616)
Nurotox (Earth-616)
Olivia Cooper (Earth-616)
Peggy Park (Earth-616)
Plunderer (Impersonator) (Earth-616)
Professor Duck (Earth-616)
Pseter Psarker (Earth-616)
Qwerty (Earth-616)
Red Dragon (SHE) (Earth-616)
Ricky (Earth-616)
Roberto Ferrar (Earth-616)
Scarlet Spider (Criminal) (Earth-616)
Scorpion Queen (Earth-616)
Serpent King (Earth-616)
Shira Myles (Earth-616)
Simon Strange (Earth-616)
Slag (Earth-616)
Slough (Earth-616)
Spider-Mech (Earth-616)
Tamara Sims (Earth-616)
Ten-Cor (Earth-616)
Tenta-Clone (Earth-616)
Timoran (Earth-616)
Tony Stark 2.0 (Earth-616)
Vayle (Earth-616)
Vision (Onslaught Reborn) (Earth-616)
Adam Simon (Earth-616)
Alarr (Earth-616)
Allen Crater (Earth-616)
Andre Mexer (Earth-616)
Andr\u00e9 Gerard (Skrull) (Earth-616)
Anitun (Earth-616)
B. LeTendre (Earth-616)
Baski (Earth-616)
Brightstorm (Earth-616)
Castor (Earth-616)
Ch-Gra (Earth-616)
Chell-Tek (Earth-616)
Chronos (Earth-616)
Crater (Earth-616)
Dalx (Earth-616)
Dan Smoltz (Earth-616)
Darlene Sims (Earth-616)
David Gonzales (Earth-616)
Denny Drake (Earth-616)
Dharr (Earth-616)
Discharge (Earth-616)
Dray (Earth-616)
Dzirot (Earth-616)
Edmund (Earth-616)
Ernst Fleisher (Earth-616)
Faze (Earth-616)
Fazekas (Earth-616)
Feng Po-po (Earth-616)
Fighter One (Earth-616)
Flugron (Earth-616)
Galfrax (Earth-616)
Great Mongoose (Earth-616)
Harold Hogan (Earth-20051)
Hrzzhr (Earth-616)
Hzzhzz (Earth-616)
Imo Miri (Earth-616)
Impact (Luminals) (Earth-616)
Inhumans (Skrull) (Earth-616)
Inti (Earth-616)
Jiang (Earth-616)
Jifjoc (Earth-616)
John McCoy (Earth-616)
Junichiro (Earth-616)
Karl Reifschneider (Earth-616)
Kingii (Earth-616)
Krakoa II (Earth-616)
Kuhrra Daizonest (Earth-616)
Lady Shadra (Earth-616)
Lior Eschel (Earth-616)
M.O.D.O.G. (Earth-616)
Magnitude (Earth-616)
Matt Dowd (Earth-616)
Matthew Murdock (Skrull) (Earth-616)
Mavis Trent (Earth-616)
Mercedes (Hellfire Club) (Earth-616)
Michael White (Earth-616)
Mighty Mother (Earth-616)
Mr. Abbott (Earth-616)
Mrs. Abbott (Earth-616)
Olson (Earth-616)
Ozzie Tanaka (Earth-616)
Paula (Earth-616)
Reed Richards (Skrull) (Earth-616)
Robert Bruce Banner (Skrull) (Earth-616)
Roc (Earth-616)
Santos (Earth-616)
Selma Schaub (Earth-616)
Senus (Earth-616)
Sharon Ventura (Skrull) (Earth-616)
Skrull (Heavy Hitters) (Earth-616)
Squire Gulo (Earth-616)
Ssrov (Earth-616)
St. George (Earth-616)
Suspensor (Earth-616)
Tarene (Skrull) (Earth-616)
Tayln Roark (Earth-616)
Terrance Sorenson (Skrull) (Earth-616)
Thaddeus Destine (Earth-616)
Theo Bomba (Earth-616)
Tian Mutant (Earth-616)
Toros (Skrull) (Earth-616)
Tral (Earth-616)
Triploid Mutant (Artificial Mutant) (Earth-616)
Turner (Earth-616)
Ulysses Lugman (Skrull) (Earth-616)
Valentina Allegra de Fontaine (Skrull) (Earth-616)
Wishing Man (Earth-616)
Xiong (Earth-616)
8-Ball II (Earth-616)
Anton Aubuisson (Earth-616)
Bernice (Earth-616)
Beth Sooner (Earth-616)
Billy Ward (Earth-616)
Bryan Anderson (Earth-616)
Buford Hollis (Skrull) (Earth-616)
Catherine Price (Earth-616)
Charles Graymalkin (Earth-616)
Cloud Runner (Earth-616)
Dahrev (Earth-616)
David Green (Earth-616)
Derrick Richardson (Earth-616)
Devil Dinosaur (Skrull) (Earth-616)
Diemoas (Earth-616)
Dmitri Ivankov (Earth-616)
Dorhun (Earth-616)
Elias Hudson (Earth-616)
Fenn-Ra (Earth-616)
Francis Key (Earth-616)
Frederick Hudson II (Earth-616)
Freena (Earth-616)
Freya Shane (Earth-616)
Gavin (Earth-616)
Gog (Deity) (Earth-616)
Grasshopper (Skrull) (Earth-616)
Grog (Ape-Man) (Earth-616)
Grondaar (Earth-616)
Guy Dimond (Earth-616)
Harrald (Earth-616)
Helen Cho (Earth-616)
Hem-Netjer (Earth-616)
Henrik Weber (Earth-616)
Hijack (Earth-616)
Input (Earth-616)
James Jackson (Earth-616)
Jenny Keaton (Earth-616)
Jianjun (Earth-616)
Joanne Lucas (Earth-616)
John Hancock (Earth-616)
John Price (Earth-616)
John Skinner (Earth-616)
John Warden (Earth-616)
Josh Atwater (Earth-616)
Julius Dupree (Earth-616)
Korgo (Earth-616)
Kren (Earth-616)
Kyle Dyne (Earth-616)
Lenny Sirkes (Earth-616)
Li Park (Earth-616)
Liev-Ra (Earth-616)
Lobo (Skrull) (Earth-616)
Lucas Maats (Earth-616)
Luther Creed (Earth-616)
M-1 (Earth-616)
M-12 (Earth-616)
M-3 (Earth-616)
M-5 (Earth-616)
M-8 (Earth-616)
Major Samson (Earth-616)
Mary Arnett (Earth-616)
Mary Price (Earth-616)
Max Farrell (Earth-616)
Michael Watts (Earth-616)
Mictlantecuhtli (Deity) (Earth-616)
Molyneux (Earth-616)
Most Perfect Hero (Earth-616)
Nassis (Earth-616)
Nazi Doctor (Legion Personality) (Earth-616)
Nicola Bradley (Earth-616)
Ninth Immortal (Earth-616)
Olivia Hooks (Earth-616)
Opistho (Earth-616)
Patrick Rourke (Earth-616)
Philip Cho (Earth-616)
Princess of Clouds (Earth-616)
Proctidae (Earth-616)
Quoggoth (Earth-616)
Rebecca Barnes (Earth-616)
Robert Shaw (Earth-616)
Roger Ramsey (Earth-616)
Rose Chambers (Earth-616)
Salome (Earth-616)
Scarab (Earth-616)
Skin-Bender (Earth-616)
Sky Song (Earth-616)
Smasher III (Earth-616)
Specs (Legion Personality) (Earth-616)
Susa-No-O-Izumo (Earth-616)
Tangerine (Earth-616)
Tennet (Earth-616)
Thunderer (Earth-616)
Travis Butler (Earth-616)
Tsukiyomi (Earth-616)
Ursula (Nazi) (Earth-616)
Vincent Astor (Earth-616)
Visage (Earth-616)
Vitana (Earth-616)
William Anthony (Earth-616)
William Beanes (Earth-616)
Winston Manchester (Skrull) (Earth-616)
Wyatt Ohnn (Earth-616)
Yagyu Kojiro (Earth-616)
Zyziwc Tiel (Earth-616)
115 (Legion Personality) (Earth-616)
762 (Legion Personality) (Earth-616)
Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi (Earth-616)
Achak (Earth-616)
Assistant Watcher (Earth-616)
Bill Davis (Earth-616)
Brank (Earth-616)
Calvin Cooley (Earth-616)
Carapace (Earth-616)
Cassandra Kaufman (Earth-616)
Chetfield Murray (Earth-616)
Chosk-Dynn (Earth-616)
Clovis Maines (Earth-616)
Cody Twain (Earth-616)
Crone (Earth-616)
Cronk (Earth-616)
Cteno (Earth-616)
Darlene (Earth-616)
Declan McGuinness (Earth-616)
Dendrok (Earth-616)
Deputy Charlie (Earth-616)
Doctor Satan (Earth-616)
Drowning Shadow (Earth-616)
El-Ta (Earth-616)
Elphane (Earth-616)
Eos (Deity) (Earth-616)
Gannon (Earth-616)
Glitch (Earth-616)
Hathor (Earth-616)
Helene St. Just (Earth-616)
Horodowsky (Earth-616)
Huang Qiaolian (Earth-616)
Husni (Earth-616)
Igor Vanko (Earth-616)
Imhotep (Earth-616)
Iron Comrade (Earth-616)
Jason (Siege Character) (Earth-616)
Jason Halloway (Earth-616)
Jeffrey Winstone (Earth-616)
Jimmy (Broxton) (Earth-616)
Joe Karnelli (Earth-616)
Karl (Earth-616)
Karl Lykos (Brood Clone) (Earth-616)
Klaus Fuchs (Earth-616)
Korda (Earth-616)
Koru Kaviti (Earth-616)
Krakoa (Brood Clone) (Earth-616)
Kyte (Earth-616)
Leo Zimm (Earth-616)
Leon Matheson (Earth-616)
Liam Cassidy (Earth-616)
Lifecode (Earth-616)
Louise Spalding (Earth-616)
Malachy Quinn (Earth-616)
Matchstick Girl (Earth-616)
Mato (Earth-616)
Mayzen (Earth-616)
Melgorno (Earth-616)
Mentor (Female) (Earth-616)
Milla (Earth-616)
Mister Y (Earth-616)
Morgan (Dream Realm) (Earth-616)
Mr. Cohuelo (Earth-616)
Mrs. Cohuelo (Earth-616)
Mrs. Spalding (Earth-616)
Ms. Puck-Man (Earth-616)
Musere (Earth-616)
Nagenda (Earth-616)
Nareema (Earth-616)
Night Witch (Earth-616)
Orblog (Earth-616)
Orlaa (Earth-616)
Otto (SS) (Earth-616)
Owen McGuinness (Earth-616)
Paulo Munoz (Earth-616)
Piedra Dura (Earth-616)
Porphyr (Earth-616)
Poser (Earth-616)
Professor Lawson (Earth-616)
Protector (1940s) (Earth-616)
Protector-Bot (Earth-616)
Puck-Man (Earth-616)
Raankor (Earth-616)
Ram Metunga (Earth-616)
Sheba Sugarfangs (Earth-616)
Sheriff Dale (Earth-616)
Sleeping Mist (Earth-616)
Smicky (Earth-616)
Strel (Earth-616)
Tejpal Gavaskar (Earth-616)
The Eyeball (Earth-616)
Thela (Earth-616)
Thetis (Earth-616)
Tito Falcon (Earth-616)
Tod Kaufman (Earth-616)
Undar (Earth-616)
Verg (Earth-616)
Virilian (Earth-616)
Voltar (Earth-616)
Waya (Earth-616)
William Kinmont (Earth-616)
Woodward Himes (Earth-616)
181 (Legion Personality) (Earth-616)
933 (Legion Personality) (Earth-616)
Abomination (Morlock) (Earth-616)
Alice Terrel (Earth-616)
Ambur Amaquelin (Earth-616)
Annie Coleman (Earth-616)
Archimedes (Earth-616)
Arnim Zola 4.2.3 (Earth-616)
Arris (Earth-616)
August Hirt (Earth-616)
Backhand (Earth-616)
Big Roy (Earth-616)
Bluzia (Earth-616)
Boreas (Earth-616)
Brian Cole (Earth-616)
Byrd (Earth-616)
Byte (Gammadroid) (Earth-616)
Carlos Ayala (Earth-616)
Cassandra Michaels (Earth-616)
Charles Davies (Earth-616)
Charlie Stokes (Earth-616)
Curtis Nolan (Earth-616)
David Rickford (Earth-616)
Delphic (Legion Personality) (Earth-616)
Den Vakre (Earth-616)
Doc (Guardsman) (Earth-616)
Dolores Downing (Earth-616)
Edmund (Guardian Editor) (Earth-616)
Emmett (Earth-616)
Emmie Stevens (Earth-616)
Enaku (Earth-616)
Ertzia (Earth-616)
Ferid Ekmecic (Earth-616)
Flare (Earth-616)
Garrity (Earth-616)
Geza (Earth-616)
Gin Goh (Earth-616)
Grain Belt (Earth-616)
Gwendolyne Stacy (Abby-L) (Earth-616)
Hayes (Earth-616)
Hecara (Earth-616)
Huang (Earth-616)
Indali (Earth-616)
Iroxx (Earth-616)
Jakkaru (Earth-616)
Jennifer Grimaldi (Earth-616)
Jennifer Monroe (Earth-616)
Johnny Gomorrah (Legion Personality) (Earth-616)
Judy Lyman (Earth-616)
Kasim (Earth-616)
Kelly (Healer) (Earth-616)
Kerwin Stockwell (Earth-616)
Kluh (Earth-616)
Kurod Ormaon (Earth-616)
Lanie (Earth-616)
Laurent (Earth-616)
Legate (Earth-616)
Leo Jacobson (Earth-616)
Leonard Gary (Earth-616)
Lord Kodo (Earth-616)
Lynn Richards (Earth-616)
Madame (Earth-616)
Madu (Earth-616)
Magnetic Man (Earth-616)
Major Stephenson (Earth-616)
Malcolm Monroe (Earth-616)
Maureen (Mutant) (Earth-616)
Maya Benjamin (Earth-616)
Meadowlark (Earth-616)
Michael Bloomberg (Earth-616)
Mignonette Gotlib (Earth-616)
Nolor (Earth-616)
Orb (Neo) (Earth-616)
Palmer Adley (Earth-616)
Phil (Stamford resident) (Earth-616)
Pillar (Earth-616)
Pioneer (Earth-616)
Poi (Earth-616)
Quelin (Earth-616)
Red Webo (Earth-616)
Reginald Harris (Earth-616)
Repulse (Earth-616)
Robert Martin (Earth-616)
Ronald (Mutant) (Earth-616)
Ryuhei Kodo (Earth-616)
Sandra Murphy (Earth-616)
Seer (Serpent) (Earth-616)
Shahrazad Rafiee (Earth-616)
Shapur II (Earth-616)
Sin-Eater (Earth-616)
Sinew (Neo) (Earth-616)
Singularity (Neo) (Earth-616)
Siri Ullall (Earth-616)
Sofia di Cosimo (Earth-616)
Stare (Earth-616)
Steve (Teenage Hero) (Earth-616)
Stone Colossus (Earth-616)
Sunflower (Earth-616)
Suzume (Earth-616)
Tan (Earth-616)
Teller (Earth-616)
Terrence (Earth-616)
Thrann (Earth-616)
Tiki (Earth-616)
Topeka (Earth-616)
Transisto-Mech (Earth-616)
Two-ton (Earth-616)
Vorster (Earth-616)
Walter Coleman (Earth-616)
Weston Minkovitch (Earth-616)
William Boddicker (Earth-616)
Wongus (Earth-616)
Wyatt McDonald (Zombie Clone) (Earth-616)
Zeeshan (Earth-616)
Zel Credo (Earth-616)
Adriana Soria (Princess) (Earth-616)
Ah-Muzencab (Earth-616)
All-Blud (Earth-616)
Alpha Achromic (Earth-616)
Arnold Dane (Earth-616)
Atticus Trask (Earth-TRN361)
Edmund Heines (Earth-616)
Eva (Earth-616)
Flashfire (Hatchitech) (Earth-616)
Gareth Cargill (Earth-616)
Gur (Earth-616)
Hoggscarr (Earth-616)
Innsbruck the Planner (Earth-616)
Insignia (Earth-616)
Judex (Earth-616)
Krawskin (Earth-616)
Madelyne Pryor (Clone) (Earth-616)
Mints (Earth-616)
Musidora (Earth-616)
Nathaniel Essex (Rebellious Clone) (Earth-616)
Oshemar (Earth-616)
Phoenix (Hatchitech) (Earth-616)
Pit Bull (Earth-616)
Ripcorde (Hatchitech) (Earth-616)
Rotary (Earth-616)
Striker (Hatchitech) (Earth-616)
Susanna Dane (Earth-616)
Vile (Earth-616)
Vunderknight (Earth-616)
Wanxia (Earth-616)
Wolverine (Hatchitech) (Earth-616)
Zaoxing (Earth-616)
Andras Bertesy (Earth-616)
Andrew Jackson (President) (Earth-616)
Anna Ryker (Earth-616)
Anthony Miller (Earth-616)
Boxx (Earth-616)
Bryan Ryker (Earth-616)
Celestial Gardener (Earth-616)
Chronodon (Legion Personality) (Earth-616)
Colin Forty-Four (Earth-616)
Colin Thirty-Three (Earth-616)
Cowboy (Legion Personality) (Earth-616)
Death (11th Century) (Earth-616)
Famine (11th Century) (Earth-616)
Findle the Finder (Legion Personality) (Earth-616)
Folkbern Logan (Earth-616)
Franklin Pierce (Earth-616)
Green Skull (Earth-616)
James K. Polk (Earth-616)
John Tyler (Earth-616)
Joseph Rogers (Earth-616)
Juan Carlos Valencia (Earth-616)
Juliana Valencia (Earth-616)
K-Zek the Conduit (Legion Personality) (Earth-616)
Kirbax the Kraklar (Legion Personality) (Earth-616)
Ksenia Nadejda Panov (Legion Personality) (Earth-616)
Kyzerra Os (Earth-616)
Linda (Earth-616)
Man-Thing (Savage Land) (Earth-616)
Martin Van Buren (Earth-616)
Max Kelvin (Legion Personality) (Earth-616)
Megatu (Earth-616)
Metallax the Untamer (Legion Personality) (Earth-616)
Millard Fillmore (Earth-616)
Mister Moctezuma (Earth-616)
Mr. Kane (Earth-616)
Natalie Turner (Earth-616)
Non-Newtonian Annie (Legion Personality) (Earth-616)
Pestilence (11th Century) (Earth-616)
Peter Brown (Earth-616)
Pukatus Jr. (Legion Personality) (Earth-616)
Robert Michaud (Earth-616)
Sacino (Earth-616)
Skinsmith (Legion Personality) (Earth-616)
Thing Under the Sand (Earth-616)
War (11th Century) (Earth-616)
William Henry Harrison (Earth-616)
Wormwhole Wodo (Legion Personality) (Earth-616)
Zachary Taylor (Earth-616)
Zubar (Legion Personality) (Earth-616)
Aardvark (Earth-616)
Arcturus (Angel) (Earth-616)
Askella (Earth-616)
Axe (Valkyries) (Earth-616)
Azoth (Earth-616)
Baryn (Earth-616)
Billy Vanderlyn (Earth-616)
Black Metal (Earth-616)
Brio (Earth-616)
C.J. Vogel (Earth-616)
Cain (Earth-616)
Capricorn (Android II) (Earth-616)
Carlos McNally (Earth-616)
Chakel (Earth-616)
Claude LeBron (Earth-616)
Cliff Morgan (Earth-616)
Colin Smith (Earth-616)
Confucius (Robot) (Earth-616)
Crag (Earth-616)
Daboia (Earth-616)
Dagora (Earth-616)
